sakecode,sakename,meigaracode,syurui,genryoumai,seimaibuai,nihonsyudo,sando,aminosando,amakardo,noutando,alcohol
2585,五橋 純米原酒,928,純米酒,酒母・麹米：山田錦、掛け米：日本晴,60,5.5,1.8,,-1.01,0.11,17.5
2592,五橋 本醸造原酒,928,本醸造原酒,酒母・麹米：山田錦、掛け米：日本晴,65,3.5,2,1.6,-1.05,0.58,18.5
2587,五橋 純米吟醸 錦上添花,928,純米吟醸,山田錦,,2.5,1.7,,-0.61,0.06,
7311,五橋 木桶造り 生酛 純米酒,928,生酛 純米酒,麹米：山田錦（山口県産）、掛米：イセヒカリ（山口県産）,70,2.5,2.1,,-1.08,0.81,15.5
2590,五橋 白鴎天,928,純米酒,山田錦,60,9,1.8,,-1.33,-0.04,15.5
2581,五橋 日本名門酒会 純米酒,928,純米酒,山田錦,60,5,1.5,,-0.61,-0.43,15.5
2582,五橋 純米酒,928,純米酒,酒母・麹米：山田錦、掛け米：日本晴,60,5,1.6,1.6,-0.73,-0.24,15.5
2589,五橋 にごり酒,928,普通酒,日本晴,70,-2,,,,,19.5
2591,五橋 日本名門酒会 本醸造,928,本醸造,酒母・麹米：山田錦、掛け米：日本晴,65,3,1.3,,-0.2,-0.71,15.5
2593,五橋 本醸造 生酒,928,本醸造,酒母・麹米：山田錦、掛け米：日本晴,65,4,,,,,15.5
2584,五橋 初しぼり,928,普通酒,日本晴,70,1,,,,,19.5
2576,五橋 発泡純米酒 SHUAWA,928,発泡純米酒,日本晴,70,-90,,,,,5.5
2575,五橋 発泡純米酒 ねね,928,発泡純米酒,日本晴,70,-90,,,,,8.2
5526,金雀 秘蔵 長期熟成 吟醸,1579,大吟醸 古酒,,,,,,,,
5521,金雀 純米大吟醸,1579,純米大吟醸,山田錦,,,,,,,
5522,金雀 大吟醸,1579,大吟醸,山田錦,,,,,,,
5523,金雀 純米吟醸,1579,純米吟醸,山田錦,50,,,,,,15.5
5524,金雀 純米吟醸 伝承山廃造り,1579,純米吟醸,五百万石,55,,,,,,15.5
5525,金雀 純米吟醸 秘伝隠生酛,1579,純米吟醸,八反錦,,,,,,,
5527,金雀 上撰,1579,,,,,,,,,
5528,金雀 純米吟醸 季造り 初搾り,1579,純米吟醸,,,,,,,,
5529,金雀 本醸造 生貯蔵酒,1579,本醸造,,,,,,,,
5530,金雀 純米吟醸 搾りたて,1579,純米吟醸,,,,,,,,
5531,金雀 特別純米 秋あがり,1579,特別純米,,,,,,,,
7257,日下無双 純米大吟醸 山田錦 おりがらみ,2938,純米大吟醸 おりがらみ,山田錦,45,,,,,,
5957,日下無双 純米大吟醸 山田錦,2938,純米大吟醸,山田錦（兵庫県産）,45,2,1.6,-0.45,-0.1,,
5970,日下無双 純米 西都の雫 おりがらみ,2938,純米酒,西都の雫,60,,,,,,
5971,日下無双 生酛純米 西都の雫,2938,純米酒 生酛,西都の雫,60,2.5,2.7,,-1.77,1.94,16.5
5956,日下無双 純米 西都の雫,2938,純米酒,西都の雫（山口県産）,60,3,2,,-1.01,0.6,16.5
7258,日下無双 純米原酒,2938,純米酒 原酒,西都の雫,80,8,2.7,,-2.28,1.69,19.5
7259,日下無双 発泡純米 西都の雫,2938,発泡 純米酒,西都の雫,,,,,,,
5969,村重 純米吟醸,2940,純米吟醸,西都の雫（山口県産）,55,3,1.6,,-0.54,-0.15,14.5
5958,金冠黒松 貴醸酒 黒松錦,930,貴醸酒,山田錦,35,-81,3.4,,5.62,7.27,12.5
5959,金冠黒松 純米大吟醸 錦,930,純米大吟醸,山田錦,35,3,1.8,,-0.78,0.23,16.5
5968,金冠黒松 大吟醸 錦,930,大吟醸,山田錦（兵庫県産）,35,3,1.5,,-0.43,-0.34,17.5
5963,金冠黒松 純米大吟醸,930,純米大吟醸,山田錦（兵庫県産）,45,3,1.7,,-0.66,0.04,16.5
5965,金冠黒松 純米吟醸,930,純米吟醸,西都の雫（山口県産）,55,3,1.6,,-0.54,-0.15,15.5
5960,金冠黒松 純米原酒 オンザロック,930,純米酒 原酒,国産米,80,5,1.8,,-0.96,0.14,18
5966,金冠黒松 純米酒,930,純米酒,西都の雫,60,3,1.7,,-0.66,0.04,15.5
5961,金冠黒松 純米酒 冷やおろし,930,純米酒 ひやおろし,,70,,,,,,15.5
5967,金冠黒松 純米酒 にごり酒,930,純米酒 にごり酒,一般米,70,-20,2.4,,0.69,2.41,14.5
5964,金冠黒松 上撰,930,,麹米：西都の雫、掛米：一般米,70,2,1.5,,-0.34,-0.29,15.5
5962,金冠黒松 佳撰,930,,麹米：西都の雫、掛米：一般米,70,0,1.4,,-0.03,-0.39,15.5
5165,獺祭 磨き その先へ,931,純米大吟醸,山田錦,,,,,,,16
454,獺祭 純米大吟醸 磨き二割三分 遠心分離,931,純米大吟醸,山田錦,23,5,1.1,,-0.15,-1.18,
1935,獺祭 純米大吟醸 発泡にごり酒 磨き二割三分 聖夜限定,931,,,,,,,,,
1936,獺祭 純米大吟醸 磨き二割三分 正月一番乗り,931,純米大吟醸,山田錦,23,5,1.1,,-0.15,-1.18,16
449,獺祭 純米大吟醸 磨き二割三分,931,純米大吟醸,山田錦,23,4,1.1,,-0.06,-1.13,15.5
5502,獺祭 古酒,931,古酒,,,,,,,,
1938,獺祭 純米大吟醸 磨き三割九分 遠心分離,931,純米大吟醸,山田錦,39,5,1.3,,-0.38,-0.8,15.5
3056,獺祭 純米大吟醸 磨き三割九分 夏仕込 しぼりたて,931,純米大吟醸,39%,,,,,,,15.5
450,獺祭 純米大吟醸 磨き三割九分,931,純米大吟醸,,39,5,1.1,,-0.15,-1.18,15.5
451,獺祭 純米吟醸 45,931,純米吟醸,山田錦,45,3,1.3,,-0.2,-0.71,15.5
1940,獺祭 純米吟醸 原酒生酒 磨き48,931,純米吟醸原酒生酒,,48,,,,,,16.5
1934,獺祭 純米吟醸 50 遠心分離 おりがらみ,931,純米吟醸 おりがらみ,山田錦,50,3,1.5,,-0.43,-0.34,
1933,獺祭 純米吟醸 50 遠心分離,931,純米吟醸,山田錦,50,3,1.5,,-0.43,-0.34,
3057,獺祭 発泡にごり酒,931,純米吟醸,山田錦,50,,,,,,16.5
1939,獺祭 無濾過非加熱生原酒 50,931,無濾過非加熱生原酒,山田錦,50,5,1.5,,-0.61,-0.43,16.5
453,獺祭 にごり酒,931,純米吟醸,山田錦,50,6,1.2,,-0.36,-1.04,16.5
452,獺祭 純米吟醸 50,931,純米吟醸,山田錦,50,5,1.3,,-0.38,-0.8,15.5
1937,獺祭 純米吟醸 温め酒,931,純米吟醸,山田錦,50,5,1.5,,-0.61,-0.43,14.5
456,獺祭 初心,931,,山田錦、日本晴 ,58,6,1.3,,-0.47,-0.85,16.5
7225,幾山河 純米酒,3421,純米酒,八反錦,60,2,,,,,16
7217,金分銅 大吟醸,2075,大吟醸,山田錦,40,,,,,,
7219,金分銅 純米吟醸,2075,純米大吟醸,山田錦（山口県産）,50,,,,,,18.5
7220,金分銅 しぼりたて,2075,,,,,,,,,17.5
7218,金分銅 原酒,2075,原酒,山田錦,50,3,,,,,18
7224,金分銅 純米酒,2075,純米酒,八反錦,60,2,,,,,15
7221,金分銅 にごり酒,2075,にごり酒,,,,,,,,
7222,金分銅 上撰,2075,,,,,,,,,
7223,金分銅 佳撰,2075,,,,,,,,,
7256,かほり かほり鶴,933,純米大吟醸,山田錦（山口県産）,50,1.5,1.4,,-0.17,-0.46,15.5
7255,かほり 花かほり,933,純米吟醸,,,,,,,,13.5
7253,かほり 純米吟醸,933,純米吟醸,,60,,,,,,14.5
7254,かほり 辛口 吟醸,933,吟醸,,60,,,,,,14.5
7251,毛利公 超特撰 大吟醸,3422,大吟醸,,35,,,,,,16.5
7248,毛利公 大吟醸,3422,大吟醸,西都の雫,50,,,,,,15.5
7249,毛利公 純米酒,3422,純米酒,,,,,,,,15.5
7252,毛利公 純米酒 ひやおろし,3422,純米酒 ひやおろし,,,,,,,,
7250,毛利公 本醸造,3422,本醸造,,70,,,,,,15.5
7298,中島屋 純米大吟醸,1631,純米大吟醸,山田錦（山口県産）,45,3,,,,,16.5
7299,中島屋 純米吟醸,1631,純米吟醸,山田錦（山口県産）,50,1,,,,,16.5
7302,中島屋 秋上がり,1631,純米 無濾過 原酒,山田錦、五百万石、日本晴,60,,,,,,18
7304,中島屋 無濾過 吟醸,1631,吟醸 無濾過,山田錦、西都の雫,50,4,,,,,16.5
7305,中島屋 夏純吟,1631,純米吟醸,麹米：山田錦、掛米：西都の雫,35,-1,1.7,,-0.29,0.22,17
7300,中島屋 純米 無濾過 生原酒,1631,純米 無濾過 生原酒,山田錦、日本晴,60,1,,,,,17.5
7301,中島屋 純米酒,1631,純米酒,山田錦（山口県産）,60,5,,,,,15.5
7288,寿（山口県） 大吟醸 雫酒,1630,大吟醸,山田錦,38,3.5,1.3,,-0.24,-0.73,18
7289,寿（山口県） 純米大吟醸,1630,純米大吟醸,山田錦,38,2,1.4,,-0.22,-0.48,16
7290,寿（山口県） 金賞受賞酒,1630,大吟醸,山田錦（山口県産）,38,2,,,,,16.5
7292,寿（山口県） 純米吟醸 西都の雫,1630,純米吟醸,西都の雫,,,,,,,
7291,寿（山口県） 本醸造,1630,本醸造,,60,,,,,,15.5
7297,カネナカ 生酛 純米大吟,936,生酛 純米大吟醸,山田錦（山口県産）,45,0,,,,,17.5
7294,カネナカ 生酛純米 超辛口 無濾過 生原酒,936,生酛 純米酒 無濾過 生原酒,山田錦、五百万石,60,19,,,,,18
7296,カネナカ 生酛純米 山田錦,936,生酛 純米酒,山田錦（山口県産）,60,,,,,,15.5
7295,カネナカ 生酛純米 超辛口,936,生酛 純米酒,山田錦、五百万石,60,15,,,,,16
7293,カネナカ 家伝造り 生酛純米,936,生酛 純米酒,山田錦、五百万石,60,6,1.8,,-1.05,0.09,15.5
7270,わかむすめ 新,2071,純米吟醸 無濾過 生原酒,秋田酒こまち,60,-2,2.2,,-0.78,1.21,17.5
7268,わかむすめ 薄花桜,2071,純米吟醸 無濾過 生原酒,ヒノヒカリ,60,-5,2.2,,-0.5,1.34,17.5
7269,わかむすめ 純米 無濾過 生原酒,2071,純米 無濾過 生原酒,麹米：西都の雫、掛米：ヒノヒカリ,43,-7,2.1,,-0.19,1.25,17.5
8566,長門菊川 本醸造 原酒,2083,本醸造 原酒,中生新千本,70,4,,,,,19.5
8567,長門菊川 上撰 原酒,2083,原酒,,70,4,,,,,18.5
8568,長門菊川 上撰,2083,,,70,4,,,,,15.5
3143,ふくのひれ酒 ワンカップ,1144,,,,,,,,,
3608,海響 大吟醸,1265,大吟醸,美山錦,,,,,,,
3609,海響 大吟醸 生貯蔵,1265,大吟醸 生貯蔵,,,,,,,,
3607,海響 吟醸,1265,吟醸,美山錦,60,4.5,1.5,0.8,-0.57,-0.4,15.5
7309,鴻城乃誉 純米吟醸,3428,純米吟醸,,50,,,,,,15.5
7306,杉姫 大吟醸,2070,大吟醸,山田錦,35,,,,,,16.5
7332,杉姫 純米吟醸,2070,純米吟醸,,,,,,,,
7307,杉姫 上撰,2070,,,75,,,,,,15.5
7308,杉姫 佳撰,2070,,,75,,,,,,15.5
7263,山頭火 純米大吟醸,1605,純米大吟醸 原酒,,40,3,,,,,17.5
7260,山頭火 純米大吟醸 夢露香,1605,純米大吟醸,山田錦（山口県産）,40,3,,,,,16.5
7261,山頭火 大吟醸 夢露香,1605,大吟醸,山田錦（山口県産）,40,3,,,,,17.5
7265,山頭火 純米吟醸 Road,1605,純米吟醸,山田錦,55,0,,,,,15.5
7264,山頭火 蔵出し 原酒,1605,原酒,,,,,,,,
7262,山頭火 純米吟醸,1605,純米吟醸,山田錦,60,2,,,,,16
7267,山頭火 にごり酒,1605,にごり酒,,,,,,,,
7266,山頭火 特別本醸造,1605,特別本醸造,日本晴,60,2.5,,,,,15.5
7272,山猿 秘蔵酒,1086,貯蔵酒,山田錦（山口県産）,,,,,,,
7275,山猿 大吟醸 中取り 出品酒,1086,大吟醸,山田錦（山口県産）,40,5,1.6,,-0.73,-0.24,17.5
7273,山猿 大吟醸 無濾過 斗瓶取り,1086,大吟醸,山田錦（山口県産）,40,5,1.69,,-0.83,-0.07,17.5
7271,山猿 純米大吟醸 西都の雫,1086,純米大吟醸,西都の雫（山口県産）,50,3,1.6,,-0.54,-0.15,17
7276,山猿 雲雲,1086,純米大吟醸 にごり酒,山田錦（山口県産）,50,,,,,,17.5
7280,山猿 山廃 純米吟醸 ひやおろし,1086,山廃 純米吟醸 ひやおろし,穀良都（山口県産）、山田錦（山口県産）,37,3,1.9,,-0.89,0.42,17.5
7283,山猿 特別純米酒 山廃生酒,1086,特別純米酒 山廃 生酒,穀良都（山口県産）,65,3,2,,-1.01,0.6,16.5
7279,山猿 山廃仕込 純米吟醸,1086,山廃 純米吟醸,穀良都（山口県産）、山田錦（山口県産）,37,3,1.9,,-0.89,0.42,15.5
7277,山猿 純米吟醸 あらばしり,1086,純米吟醸 あらばしり,,60,3,1.7,,-0.66,0.04,18.5
7282,山猿 山廃仕込 特別純米酒,1086,山廃 特別純米酒,穀良都（山口県産）,65,3,2,,-1.01,0.6,15.5
7284,山猿 特別純米 にごり酒,1086,特別純米酒 にごり酒,穀良都（山口県産）,65,3,1.7,,-0.66,0.04,17.5
7278,山猿 純米吟醸,1086,純米吟醸,,60,3,1.7,1.6,-0.66,0.04,15.5
7281,山猿 特別純米酒,1086,特別純米酒,穀良都（山口県産）,60,3,1.7,,-0.66,0.04,15.5
7274,山猿 純米酒 ひやおろし,1086,純米酒 ひやおろし,日本晴（山口県産）,65,3,1.7,,-0.66,0.04,17.5
7285,山猿 純米酒,1086,,日本晴（山口県産）,65,3,1.7,,-0.66,0.04,15.5
7286,山猿 からくち 本醸造,1086,本醸造,日本晴（山口県産）,70,7,1.5,,-0.8,-0.52,15.5
7287,山猿 からくち 本醸造 しぼりたて,1086,本醸造,日本晴（山口県産）,45,7,1.5,,-0.8,-0.52,15.5
7239,長陽福娘 大吟醸,1742,大吟醸,山田錦（山口県産）,35,3,1.3,,-0.2,-0.71,16.5
7240,長陽福娘 純米吟醸,1742,純米吟醸,山田錦（山口県産）,50,4,,,,,16.5
7241,長陽福娘 純米吟醸 山口9E,1742,純米吟醸,山田錦,,,,,,,
7242,長陽福娘 吟醸酒,1742,吟醸,山田錦（山口県産）,50,,,,,,
7243,長陽福娘 西都の雫,1742,純米 無濾過 生原酒,西都の雫,,8,,,,,
7244,長陽福娘 純米 ひやおろし,1742,純米酒 ひやおろし,山田錦（山口県産）,60,4.5,1.6,,-0.68,-0.22,15.5
7245,長陽福娘 辛口純米 山田錦,1742,純米酒,山田錦,,,,,,,
7246,長陽福娘 純米酒,1742,特別純米酒,山田錦（山口県産）,60,,,,,,
7247,長陽福娘 秋あがり 八反錦,1742,純米酒,八反錦,60,4,1.7,,-0.75,-0.01,15.5
7226,八千代（山口県） 純米大吟醸 45,2085,純米大吟醸,山田錦（山口県産）,,-1,,,,,16
7229,八千代（山口県） 大吟醸,2085,大吟醸,山田錦（山口県産）,50,5,1.3,,-0.38,-0.8,16.5
7227,八千代（山口県） 純米大吟醸,2085,純米大吟醸,山田錦（山口県産）,50,1,,,,,16
7228,八千代（山口県） 純米吟醸,2085,純米吟醸,山田錦（山口県産）,60,5,,,,,16
7230,八千代（山口県） 蔵出し原酒,2085,原酒,,70,-2,,,,,18.5
7233,八千代（山口県） 純米酒,2085,純米酒,日本晴,70,0,,,,,15
7234,八千代（山口県） 桜のしずく,2085,純米酒,日本晴,70,-8,,,,,15
7235,八千代（山口県） 本醸造,2085,本醸造,日本晴,70,0,,,,,15
7231,八千代（山口県） 生のにごり酒,2085,にごり酒,夢一献,70,-18,,,,,19.5
7232,八千代（山口県） Bd-14,2085,純米酒,日本晴,60,-14,,,,,15
7237,八千代（山口県） 特撰,2085,純米酒,,,,,,,,
7236,八千代（山口県） 十種ヶ峰,2085,純米酒,,,,,,,,
7238,八千代（山口県） 上撰,2085,,,,,,,,,
1040,貴 純米大吟醸 斗瓶囲い,1085,純米大吟醸 斗瓶囲い,山田錦,40,4,1.5,,-0.52,-0.38,17.5
1043,貴 純米大吟醸,1085,純米大吟醸,山田錦（兵庫県産）,40,6,,,,,16.5
1046,貴 山廃 純米大吟醸,1085,山廃 純米大吟醸,山田錦（兵庫県産）,40,,,,,,16.5
8147,貴 純米吟醸 山田穂,1085,純米吟醸,山田穂,50,5,1.7,,-0.85,-0.05,16.8
1047,貴 純米吟醸 雄町 50,1085,純米吟醸,雄町（岡山県産）,50,3,,,,,17.5
1044,貴 純米吟醸 山田錦 50,1085,純米吟醸,山田錦（山口県産）,50,1,,,,,17.5
3249,貴 特別純米 直汲 60,1085,特別純米酒,山田錦、八反錦,60,,,,,,15.5
1049,貴 純米吟醸 山田錦 中取り,1085,純米吟醸 中取り,山田錦（山口県産）,50,,,,,,16.5
8149,貴 特別純米 ふかまり,1085,特別純米酒 ひやおろし,山田錦,60,,,,,,15.5
8148,貴 夏純米 発泡ニゴリ。,1085,純米酒,山田錦,60,,,,,,14.5
8150,貴 山廃 純米 雄町,1085,山廃 純米酒,雄町（岡山県産）,60,,,,,,15.5
1048,貴 特別純米 ひやおろし,1085,特別純米酒 ひやおろし,山田錦,60,5,,,,,15.5
1045,貴 特別純米 60,1085,純米酒,麹米：山田錦、掛米：八反錦,60,,,,,,15.5
1041,貴 濃醇辛口 純米酒,1085,純米酒,山田錦,47,,,,,,16.5
1042,貴 特別本醸造,1085,特別本醸造,,,,,,,,
3248,男山（山口県） 大吟醸,938,大吟醸,山田錦,35,,,,,,
3246,男山（山口県） くら出し 原酒,938,,,,,,,,,
3247,男山（山口県） 純米,938,純米酒,,,,,,,,
3245,男山（山口県） 上撰,938,,,,,,,,,
1272,東洋美人 純米大吟醸 一番纏,1094,純米大吟醸,山田錦,40,6,1.5,,-0.71,-0.47,16
1268,東洋美人 純米大吟醸,1094,純米大吟醸,山田錦,35,8,1.8,,-1.24,0,16
1267,東洋美人 山廃大吟醸,1094,山廃大吟醸,山田錦,40,5,1.5,,-0.61,-0.43,15.5
1266,東洋美人 大吟醸,1094,大吟醸,山田錦,35,5,1.6,,-0.73,-0.24,16.5
1265,東洋美人 純米吟醸 愛山,1094,純米吟醸,播州愛山,50,5,1.5,,-0.61,-0.43,15.6
1269,東洋美人 特別吟醸,1094,吟醸酒,山田錦,40,5,1.5,,-0.61,-0.43,15.5
6701,東洋美人 地帆紅,1094,大吟醸,山田錦,40,,,,,,16
7376,東洋美人 ippo 白鶴錦,1094,,白鶴錦,50,,,,,,16
1263,東洋美人 山廃純米吟醸,1094,山廃純米吟醸,山田錦,50,5,1.5,,-0.61,-0.43,15
7377,東洋美人 ippo 雄町,1094,,雄町,50,,,,,,16
1264,東洋美人 純米吟醸,1094,純米吟醸,山田錦,50,1,1.7,,-0.47,0.13,15.5
1262,東洋美人 山廃吟醸,1094,山廃吟醸,山田錦,55,5,1.5,,-0.61,-0.43,15
1256,東洋美人 純米吟醸 大辛口,1094,純米吟醸,山田錦,55,15,1.5,1.2,-1.53,-0.87,16.5
1260,東洋美人 山廃純米,1094,,,,,,,,,
1259,東洋美人 特別純米,1094,特別純米酒,山田錦,55,0,1.8,,-0.5,0.36,15.5
1261,東洋美人 吟醸,1094,吟醸酒,山田錦,55,5,1.6,,-0.73,-0.24,15.5
1270,東洋美人 純米,1094,純米酒,山田錦,60,2,1.7,,-0.57,0.09,15.5
1271,東洋美人 本醸造,1094,本醸造,山田錦,60,6,1.6,,-0.82,-0.28,15.5
1258,東洋美人 特別本醸造,1094,特別本醸造,山田錦,55,5,1.5,,-0.61,-0.43,15
7310,三好 純米吟醸 Green,3429,純米吟醸,山田錦,50,,,,,,16
9099,三好 純米吟醸 Black,3429,純米吟醸,山田錦,50,,,,,,16
9098,阿武の鶴 炎 en,2086,純米吟醸 火入れ,山田錦,,,,,,,
9097,阿武の鶴 点と線,2086,純米吟醸,山田錦,50,,,,,,16
3879,讃岐路 吟醸酒,1351,吟醸酒,,,5,,,,,15.5
3881,讃岐路 無濾過 原酒,1351,無濾過原酒,,,0,,,,,18.5
3880,讃岐路 特別純米酒,1351,特別純米酒,,,2,,,,,15.5
3884,国粋 にごり酒,1350,原酒 にごり酒,,,-5,,,,,19.5
3883,国粋 げんなま,1350,原酒 生,,,0,,,,,19.5
3882,国粋 上撰,1350,,,,,,,,,
5299,島 ふわふわ,2323,純米吟醸,オオセト,55,4,1.6,,-0.64,-0.19,16.5
5300,島 ふふふ,2323,吟醸,オオセト,60,4,1.6,,-0.64,-0.19,16.5
5301,島 うとうと,2323,純米酒,オオセト,60,0,1.8,,-0.5,0.36,16.5
5302,島 びびび,2323,本醸造,オオセト,70,8,1.8,,-1.24,0,15.5
7334,契 純米,3449,純米酒,,,0,1.8,,-0.5,0.36,15.5
7333,契 本醸造,3449,本醸造,,70,0,1.6,,-0.27,-0.01,15.5
2068,悦凱陣 純米大吟醸 燕石 しずく酒 斗瓶囲い 無濾過,325,純米大吟醸,山田錦（兵庫県産）,35,,,,,,
2062,悦凱陣 純米大吟醸 燕石,325,純米大吟醸,山田錦（兵庫県産）,35,3,1.6,,-0.54,-0.15,17.5
2061,悦凱陣 大吟醸,325,大吟醸,山田錦（兵庫県産）,35,7,1.4,,-0.68,-0.7,17.5
2059,悦凱陣 純米吟醸 赤磐雄町 無濾過,325,純米酒,赤磐雄町,50,-5,2.5,,-0.84,1.91,18.5
2060,悦凱陣 吟醸造り 金比羅大芝居,325,純米吟醸,山田錦,50,8,1.3,,-0.66,-0.94,15.5
2064,悦凱陣 純米吟醸 讃州山田錦 無濾過,325,純米吟醸,山田錦,50,3,2.1,,-1.12,0.79,18.5
2067,悦凱陣 純米吟醸 興 無濾過,325,純米吟醸,八反錦,50,,2.2,,,,17.5
2055,悦凱陣 純米吟醸 興,325,純米吟醸,八反錦,50,2,1.6,,-0.45,-0.1,18.5
2054,悦凱陣 純米酒 亀の尾 無濾過,325,純米酒,亀の尾,68,6,1.9,,-1.17,0.28,18.5
2057,悦凱陣 純米吟醸 五百万石 無濾過,325,純米吟醸,五百万石,50,6,1.7,,-0.94,-0.1,18.5
2056,悦凱陣 手造り純米酒 赤磐雄町 山廃無濾過,325,純米酒,赤磐雄町,68,10,2,,-1.65,0.29,18.5
2063,悦凱陣 手造り純米酒 丸尾神力 無濾過,325,純米酒,丸尾神力,65,10,1.7,,-1.31,-0.28,18.5
2058,悦凱陣 手造り純米酒 オオセト 無濾過,325,純米酒,オオセト（香川県産）,55,6,1.5,,-0.71,-0.47,17.5
2065,悦凱陣 手造り本醸造 無濾過,325,本醸造,オオセト,60,8,1.5,,-0.89,-0.56,19.5
2066,悦凱陣 手造り純米酒,325,純米酒,オオセト,55,-1,1.6,,-0.17,0.03,15.5
8560,川鶴 吉祥翔鶴,337,大吟醸,山田錦,,4.5,,,,,17
8561,川鶴 純米大吟醸 限定生原酒 Advance,337,純米大吟醸 生原酒,雄町,45,,,,,,16
8562,川鶴 純米大吟醸 袋しぼり 中垂れ,337,純米大吟醸 無濾過 生原酒,麹米：山田錦、掛米：オオセト（香川県産）,32,1,1.4,,-0.13,-0.43,17
8563,川鶴 純米吟醸 限定生原酒 Wisdom,337,純米吟醸 生原酒,雄町,58,,,,,,17
8917,川鶴 かわつる 純米原酒,337,純米 原酒,さぬきよいまい（香川県産）,65,,,,,,13
8564,川鶴 light 〜 undiluted sake 〜,337,純米吟醸 原酒,麹米：山田錦、掛米：オオセト,35,2,1.7,,-0.57,0.09,15
8565,川鶴 特別純米 限定生原酒 Wisdom,337,特別純米酒 生原酒,麹米：山田錦、掛米：オオセト,35,,,,,,17
6743,仁喜多津 大吟醸,342,大吟醸,山田錦（兵庫県産）,35,4,,,,,15.5
6745,仁喜多津 純米吟醸,342,純米吟醸,,,,,,,,
6748,仁喜多津 愛比売,342,純米吟醸,,,,,,,,
6744,仁喜多津 伊予の薄墨桜,342,純米酒,松山三井,70,3,1.7,,-0.66,0.04,15.5
6749,仁喜多津 秋山兄弟,342,普通酒 生貯蔵酒,松山三井（愛媛県産）,70,0,,,,,
6750,仁喜多津 一浴一杯,342,,,,,,,,,
6746,仁喜多津 上撰 神泉,342,,,,,,,,,
6747,仁喜多津 宝泉,342,,こがねまさり,70,-2,1.5,,0.04,-0.11,15
3036,小富士 大吟醸,1193,大吟醸,山田錦,40,2,1.5,,-0.34,-0.29,14.5
3038,小富士 吟醸,1193,吟醸酒,山田錦,50,2,1.5,,-0.34,-0.29,14.5
3037,小富士 純米吟醸,1193,純米吟醸,松山三井,55,0,1.4,,-0.03,-0.39,14.5
3034,小富士 超辛口 極,1193,本醸造,松山三井,65,12,1.7,,-1.49,-0.36,14
3035,小富士 超辛口,1193,本醸造,松山三井,65,12,1.7,,-1.49,-0.36,14
3039,小富士 絞りたて 生,1193,本醸造,松山三井,65,4,1.5,,-0.52,-0.38,14.5
3040,小富士 貴醸酒 古酒,1193,古酒,,,-40,,,,,12.5
515,かち鶴 純米吟醸生原酒,1063,純米吟醸生原酒,松山三井,,4,,,,,17.5
513,かち鶴 ないしょばなし,1063,袋搾り純米生原酒,松山三井,,0,,,,,17.5
514,かち鶴 おり酒,1063,活性生原酒,松山三井,,,,,,,19.5
3897,初雪盃 純米大吟醸 生 袋吊り斗瓶囲い,347,純米大吟醸 生,山田錦（兵庫県産）,50,0,1.5,,-0.15,-0.2,16.5
3896,初雪盃 純米大吟醸,347,純米大吟醸,山田錦,50,2,2,,-0.92,0.65,16.5
3894,初雪盃 純米吟醸 生,347,純米吟醸 生 原酒,山田錦、松山三井,50,1,1.2,,0.11,-0.81,16.5
3895,初雪盃 純米吟醸,347,純米吟醸,山田錦（兵庫県産）、松山三井（愛媛県産）,50,2,1.2,,0.01,-0.85,15.5
5295,mar 京ひな 純米大吟醸,2234,純米大吟醸,,50,2,,,,,15.5
5285,京ひな 純米大吟醸 七星剣,354,純米大吟醸,山田錦,40,5,1.3,,-0.38,-0.8,16.5
5286,京ひな 大吟醸 吹毛剣 自然しぼり,354,大吟醸,山田錦,40,6,1.3,,-0.47,-0.85,16.5
5287,京ひな 大吟醸 吹毛剣,354,大吟醸,山田錦,40,6,1.3,,-0.47,-0.85,15.5
5288,京ひな 純米大吟醸 五億年,354,純米大吟醸,山田錦,40,5,1.1,,-0.15,-1.18,15.5
5290,京ひな 純米大吟醸 一刀両断,354,純米大吟醸,山田錦,50,8,1.2,,-0.54,-1.13,15.5
5291,京ひな 純米大吟醸 祈り千年,354,純米大吟醸,伊勢光,50,5,1.2,,-0.27,-0.99,15.5
5289,京ひな 純米大吟醸 隠し剣,354,純米大吟醸,山田錦,50,6,1.3,,-0.47,-0.85,15.5
5292,京ひな 吟醸 輝乃吟,354,吟醸,,50,8,1.3,,-0.66,-0.94,15.5
5294,京ひな 純米酒,354,純米吟醸,,55,5,1.3,,-0.38,-0.8,15.5
5293,京ひな 上撰,354,普通酒,,65,6,1.4,,-0.59,-0.66,15.5
6964,華姫桜 金賞受賞酒,2213,大吟醸 無濾過 原酒,,,,,,,,
6965,華姫桜 大吟醸酒,2213,大吟醸,山田錦,40,3,1.3,,-0.2,-0.71,15.5
6979,華姫桜 純米大吟醸酒 磨き三割七分,2213,純米大吟醸,しずく媛（愛媛県産）,37,0,1.4,,-0.03,-0.39,15
6967,華姫桜 無濾過 純米吟醸 原酒 しずく媛,2213,無濾過 純米吟醸 原酒,しずく媛（愛媛県産）,,3.5,2,,-1.05,0.58,17.5
6966,華姫桜 吟醸酒,2213,吟醸,しずく媛（愛媛県産）,50,3,1.3,,-0.2,-0.71,15.5
6978,華姫桜 無濾過 純米吟醸 原酒 雄町,2213,無濾過 純米吟醸 原酒,雄町,60,7,1.9,1.9,-1.26,0.24,17.5
